Nama Stasiun ,WMO ID,Tanggal,Suhu Minimum,Suhu Maksimum,Suhu Rata-rata,Kelembaban Rata-rata,Curah Hujan,Lama Penyinaran,Kecepatan Angin Rata-rata,Kecepatan Angin Terbesar,NINO12,NINO3,NINO3.4,NINO4
Stasiun Meteorologi Perak I,96933,14/04/2002,25.3,33.4,29.3,76,0,0.6,1,4,1.287731,0.1266147,0.2866306,0.5204182
Stasiun Meteorologi Perak I,96933,15/04/2002,24,34.4,29,76,21.7,0.6,2,7,1.157443,5.18E-02,0.2071652,0.5098892
Stasiun Meteorologi Perak I,96933,16/04/2002,24.6,32.8,27.8,84,0.4,0.5,2,4,0.9402231,-1.84E-02,0.1494737,0.3945445
Stasiun Meteorologi Perak I,96933,17/04/2002,24.8,32.4,26.7,86,11.4,0.1,1,6,0.6257591,-7.07E-02,-2.83E-03,0.2079987
Stasiun Meteorologi Perak I,96933,18/04/2002,24.7,32.8,26.9,87,24,0.6,1,5,0.4529147,-0.1263747,-0.1244109,0.1989229
Stasiun Meteorologi Perak I,96933,19/04/2002,25,32.8,28.3,79,0,0.6,2,7,0.4288236,-0.1618423,-0.1014351,0.4405779
Stasiun Meteorologi Perak I,96933,20/04/2002,24.8,31.8,27.6,82,9.2,0.2,3,7,0.4736617,-0.2487464,-8.76E-02,0.4560872
Stasiun Meteorologi Perak I,96933,21/04/2002,24.8,33,28.1,80,12.9,0.4,2,5,0.3510872,-0.2368184,0.1148156,0.4908181
Stasiun Meteorologi Perak I,96933,22/04/2002,25.4,33,28.2,83,0,0.3,1,4,0.3087345,-0.1208141,0.2694972,0.521511
Stasiun Meteorologi Perak I,96933,23/04/2002,25.8,33.4,29.1,77,0,0.6,3,8,0.3716488,1.04E-02,0.3231645,0.5858054
Stasiun Meteorologi Perak I,96933,24/04/2002,26,33.8,29.2,75,0.3,0.6,2,7,0.3781198,8.50E-02,0.2101803,0.5308204
Stasiun Meteorologi Perak I,96933,25/04/2002,25.8,34.8,29.5,75,0.4,0.6,2,7,0.4326977,8.61E-02,8.80E-02,0.4991444
Stasiun Meteorologi Perak I,96933,26/04/2002,25.8,34.6,29.6,74,0,0.6,3,6,0.7218325,-7.96E-03,3.50E-02,0.5182316
Stasiun Meteorologi Perak I,96933,27/04/2002,25.9,34.3,29.5,71,0,0.6,4,8,0.9219169,-5.80E-02,8.77E-02,0.5139964
Stasiun Meteorologi Perak I,96933,28/04/2002,24.6,34,29.7,73,0,0.6,2,6,1.06673,4.13E-02,0.1779194,0.5876652
Stasiun Meteorologi Perak I,96933,29/04/2002,25.4,34.5,29.3,72,0,0.6,3,8,1.172699,0.1661108,0.2011198,0.5523369
Stasiun Meteorologi Perak I,96933,30/04/2002,25,35.2,29.5,70,0,0.6,2,6,1.085027,0.1772125,0.197512,0.5509811
Stasiun Meteorologi Perak I,96933,01/05/2002,25.8,34.8,29.7,70,0,0,3,6,0.6924161,0.1572088,0.2784249,0.6935194
Stasiun Meteorologi Perak I,96933,02/05/2002,25.8,34.7,29,78,3,0,2,5,0.5603619,0.1488054,0.3140313,0.6726885
Stasiun Meteorologi Perak I,96933,03/05/2002,25.8,34,29.7,74,0,0,5,9,0.6608724,0.1498794,0.362583,0.6314549
Stasiun Meteorologi Perak I,96933,04/05/2002,25.1,34,30.1,73,0,0,4,8,0.8457348,6.59E-02,0.2578582,0.4930438
Stasiun Meteorologi Perak I,96933,05/05/2002,25.8,34.2,29.8,76,0,0,3,9,0.8661582,7.52E-03,0.11463,0.4612949
Stasiun Meteorologi Perak I,96933,06/05/2002,25.8,34.4,30.2,73,0,0,3,6,0.857169,-1.68E-02,0.114873,0.5629487
Stasiun Meteorologi Perak I,96933,07/05/2002,24.2,33.9,29.3,78,20.6,0,2,4,0.9730033,-2.03E-02,0.1369834,0.5668185
Stasiun Meteorologi Perak I,96933,08/05/2002,26.2,34,29,81,0,0,2,6,1.12415,7.08E-02,0.138927,0.5179123
Stasiun Meteorologi Perak I,96933,09/05/2002,26,33.2,28.9,80,6.8,0,3,7,1.023921,8.86E-02,8.10E-02,0.3880763
Stasiun Meteorologi Perak I,96933,10/05/2002,24,32.2,27,86,16.6,0,3,6,0.9456712,0.1215652,0.1604682,0.4288407
Stasiun Meteorologi Perak I,96933,11/05/2002,24.7,32.2,26.8,90,66.7,0,1,8,1.021071,9.77E-02,0.1658743,0.4328508
Stasiun Meteorologi Perak I,96933,12/05/2002,25,33,28.6,85,0,0,2,5,0.9360574,3.16E-02,0.1430121,0.5268222
Stasiun Meteorologi Perak I,96933,13/05/2002,25.6,34,29.7,76,0,0,2,6,0.8318638,-5.83E-02,8.73E-02,0.603382
Stasiun Meteorologi Perak I,96933,14/05/2002,26.2,33.8,29.8,77,0,0,3,5,0.7513443,-0.1009789,6.31E-02,0.5387135
Stasiun Meteorologi Perak I,96933,15/05/2002,25.2,32.8,29.8,69,0,0,3,6,0.8398612,-4.00E-02,9.99E-04,0.3949607
Stasiun Meteorologi Perak I,96933,16/05/2002,25,33.3,28.6,76,0,0,2,4,0.9402383,0.1307973,9.93E-02,0.4873728
Stasiun Meteorologi Perak I,96933,17/05/2002,24.7,33.8,28.9,71,0,0,3,5,0.8829653,0.2279374,0.2924812,0.6876901
Stasiun Meteorologi Perak I,96933,18/05/2002,24.5,33.5,28,75,0.7,0,2,5,0.9120916,0.2920422,0.4311326,0.8613931
Stasiun Meteorologi Perak I,96933,19/05/2002,24.8,33.6,28.5,71,0,0,2,6,0.9158602,0.3697723,0.4773376,0.9114097
Stasiun Meteorologi Perak I,96933,20/05/2002,24.6,33.6,28.3,72,0,0,2,4,0.9238827,0.4517312,0.4144418,0.8825562
Stasiun Meteorologi Perak I,96933,21/05/2002,24,33.6,28.3,68,0,0,1,3,0.8771495,0.5327609,0.45348,0.89232
Stasiun Meteorologi Perak I,96933,22/05/2002,24.6,32.8,27.9,74,0,0,2,5,0.8384857,0.6416786,0.5258355,0.876537
Stasiun Meteorologi Perak I,96933,23/05/2002,25,33.4,28.7,74,0,0,2,5,1.028734,0.7568645,0.5961563,0.8832519
Stasiun Meteorologi Perak I,96933,24/05/2002,24.5,33.8,28.8,70,0,0,2,7,1.203802,0.6845372,0.5266168,0.9079463
Stasiun Meteorologi Perak I,96933,25/05/2002,24.5,33.6,28,70,0,0,3,7,1.322204,0.6128594,0.4854573,0.9445783
Stasiun Meteorologi Perak I,96933,26/05/2002,25.6,33.6,28.9,73,0,0,3,7,1.412292,0.6835366,0.5020467,0.8849653
Stasiun Meteorologi Perak I,96933,27/05/2002,25.5,33,29.1,73,0,0,4,9,1.356774,0.7837971,0.5536774,0.8175035
Stasiun Meteorologi Perak I,96933,28/05/2002,26,33,29.2,74,0,0,4,8,1.133543,0.8238489,0.6456532,0.8433933
Stasiun Meteorologi Perak I,96933,29/05/2002,26.7,33.2,29.7,69,0,0,4,8,1.024638,0.7099577,0.6017924,0.8147075
Stasiun Meteorologi Perak I,96933,30/05/2002,26.8,33.2,29.2,74,0,0,4,8,0.969834,0.5863811,0.565405,0.8181397
Stasiun Meteorologi Perak I,96933,31/05/2002,26.3,33.2,29.4,73,0,0,4,8,0.8858474,0.6373559,0.6958231,0.9083207
Stasiun Meteorologi Perak I,96933,01/06/2002,25.7,32.5,28.6,75,8.2,0.6,2,5,0.6985466,0.7072399,0.9031187,0.9898187
Stasiun Meteorologi Perak I,96933,02/06/2002,25.8,32.4,28.4,78,0,0.6,3,6,0.7555583,0.7275799,0.9767157,1.008371
Stasiun Meteorologi Perak I,96933,03/06/2002,25.8,33.2,28.9,76,0,0.4,4,7,0.7913803,0.8005874,1.01407,1.003482
Stasiun Meteorologi Perak I,96933,04/06/2002,25.2,33.2,29,75,0,0.5,3,6,0.6431503,0.823144,1.04109,0.9809356
Stasiun Meteorologi Perak I,96933,05/06/2002,26,33.3,28.9,73,0,0.6,3,8,0.4470512,0.838554,0.9703869,0.8768257
Stasiun Meteorologi Perak I,96933,06/06/2002,26.3,33.8,28.9,76,0,0.3,3,7,0.2360507,0.8155531,0.9215977,0.838493
Stasiun Meteorologi Perak I,96933,07/06/2002,26.2,33.8,30.2,69,0,0.6,3,7,7.29E-02,0.7902431,0.9623991,0.8841262
Stasiun Meteorologi Perak I,96933,08/06/2002,24.6,33,28.1,73,0,0.5,3,7,-6.22E-02,0.803264,1.072021,0.9936724
Stasiun Meteorologi Perak I,96933,09/06/2002,24.5,33.2,27.9,69,0,0.6,4,8,-0.2885925,0.794901,1.106139,1.00537
Stasiun Meteorologi Perak I,96933,10/06/2002,24.5,32.5,29.8,66,0,0.6,5,10,-0.3100303,0.8305776,1.119823,1.017249
Stasiun Meteorologi Perak I,96933,11/06/2002,24,33.7,28.6,69,0,0.6,3,7,-0.2189343,0.8294699,1.057521,0.9749057
Stasiun Meteorologi Perak I,96933,12/06/2002,24.1,34.3,28.4,70,0,0.6,2,5,-4.90E-02,0.8433023,0.9279267,0.7853356
Stasiun Meteorologi Perak I,96933,13/06/2002,24.4,34.2,28.7,74,0,0.6,4,10,-3.21E-03,0.7938611,0.8403273,0.7124194
Stasiun Meteorologi Perak I,96933,14/06/2002,23,34.4,28.4,72,0,0.6,2,5,1.76E-02,0.7207838,0.784003,0.6556799
Stasiun Meteorologi Perak I,96933,15/06/2002,23.4,33.4,27.8,71,0,0.6,2,5,-1.98E-02,0.6627962,0.7331461,0.5832784
Stasiun Meteorologi Perak I,96933,16/06/2002,23.8,33.8,27.6,72,0,0.6,2,6,-0.1678164,0.6341709,0.7227145,0.5444759
Stasiun Meteorologi Perak I,96933,17/06/2002,23.4,33.4,27.9,74,0,0.6,2,6,-0.1532911,0.6018445,0.7011607,0.5220361
Stasiun Meteorologi Perak I,96933,18/06/2002,22.8,33.5,27.8,62,0,0.6,3,7,-0.1245048,0.5658674,0.6687089,0.5269684
Stasiun Meteorologi Perak I,96933,19/06/2002,23,34.2,27.6,69,0,0.6,4,9,-0.2450772,0.584797,0.6971469,0.5722719
Stasiun Meteorologi Perak I,96933,20/06/2002,23.4,33.2,27.8,76,0,0.6,3,7,-0.1492101,0.595459,0.7230636,0.6330134
Stasiun Meteorologi Perak I,96933,21/06/2002,22.5,33.4,27.8,74,0,0.6,2,5,-2.87E-02,0.6301474,0.7036083,0.6186385
Stasiun Meteorologi Perak I,96933,22/06/2002,22.4,33.4,26.7,68,0,0.6,3,7,0.1714282,0.7659003,0.7087147,0.5479429
Stasiun Meteorologi Perak I,96933,23/06/2002,22.4,33.4,27.2,68,0,0.6,2,5,0.2716361,0.8332097,0.7278135,0.6285468
Stasiun Meteorologi Perak I,96933,24/06/2002,23.5,33.8,28,70,0,0.6,3,7,0.4190106,0.8230473,0.8797187,0.7641121
Stasiun Meteorologi Perak I,96933,25/06/2002,24,33.8,28,72,0,0.6,3,6,0.4535402,0.6997753,0.8285409,0.7492802
Stasiun Meteorologi Perak I,96933,26/06/2002,23,31.6,27.2,74,0,0.2,2,5,0.3354819,0.6584135,0.6891767,0.6247934
Stasiun Meteorologi Perak I,96933,27/06/2002,22.6,32.4,26.6,71,0,0.6,2,5,0.230913,0.683327,0.6363888,0.5539462
Stasiun Meteorologi Perak I,96933,28/06/2002,22,31.7,26.8,67,0,0.6,2,6,0.1361161,0.6570219,0.5694327,0.5209819
Stasiun Meteorologi Perak I,96933,29/06/2002,22.6,32.6,27.7,58,0,0.6,2,6,0.1013913,0.6474354,0.4303081,0.4039297
Stasiun Meteorologi Perak I,96933,30/06/2002,22.8,32.6,26.4,71,0,0.6,4,8,0.1456315,0.6954909,0.4665403,0.3835506
Stasiun Meteorologi Perak I,96933,01/07/2002,22.5,32.2,27.2,72,0,0.6,4,9,0.101279,0.6989039,0.429697,0.3993561
Stasiun Meteorologi Perak I,96933,02/07/2002,21,33.4,27.1,68,0,0.6,3,7,5.04E-02,0.6695644,0.5332726,0.5240541
Stasiun Meteorologi Perak I,96933,03/07/2002,22,32.3,26,67,0,0.6,3,8,-5.55E-03,0.6895043,0.6444957,0.6172671
Stasiun Meteorologi Perak I,96933,04/07/2002,21.6,32.2,26.5,71,0,0.5,2,6,-0.1024124,0.7746674,0.7168881,0.5741099
Stasiun Meteorologi Perak I,96933,05/07/2002,22.6,32.4,26.4,61,0,0.6,4,8,-0.1721291,0.7395844,0.7326356,0.4970605
Stasiun Meteorologi Perak I,96933,06/07/2002,23.1,33.5,27.1,66,0,0.6,3,7,-0.154035,0.7005081,0.7487872,0.5210643
Stasiun Meteorologi Perak I,96933,07/07/2002,23.5,33.6,27,71,0,0.6,4,8,-0.3219734,0.6328447,0.7322212,0.6787381
Stasiun Meteorologi Perak I,96933,08/07/2002,24,32,27.6,71,0,0.6,3,6,-0.4774197,0.5950739,0.6756903,0.8403015
Stasiun Meteorologi Perak I,96933,09/07/2002,25.2,33,28.2,72,0,0.6,3,6,-0.6970874,0.5324443,0.6547636,0.9868817
Stasiun Meteorologi Perak I,96933,10/07/2002,23,33,28.1,72,0,0.6,3,7,-0.4581288,0.5138555,0.6754591,0.9100288
Stasiun Meteorologi Perak I,96933,11/07/2002,23.4,32.3,27.3,69,0,0.6,3,6,-0.3591951,0.4575703,0.6741083,0.816465
Stasiun Meteorologi Perak I,96933,12/07/2002,23.6,33,27.6,66,0,0.6,4,7,-0.2699696,0.4285617,0.6694261,0.7926231
Stasiun Meteorologi Perak I,96933,13/07/2002,23.9,33,27.8,64,0,0.6,3,7,-0.2898772,0.4797221,0.7562799,0.8368069
Stasiun Meteorologi Perak I,96933,14/07/2002,23.2,31.9,27.2,65,0,0.6,2,6,-0.1983399,0.4940929,0.8356883,0.8609087
Stasiun Meteorologi Perak I,96933,15/07/2002,23.3,32,26.8,64,0,0.6,3,5,-6.69E-02,0.4455209,0.8405947,0.8161265
Stasiun Meteorologi Perak I,96933,16/07/2002,25.2,31.6,28.3,66,0,0.6,3,7,-1.58E-02,0.4389503,0.8740863,0.7005302
Stasiun Meteorologi Perak I,96933,17/07/2002,24,32.6,28.6,66,0,0.6,4,7,6.36E-02,0.4732983,0.8738655,0.6853901
Stasiun Meteorologi Perak I,96933,18/07/2002,24.7,32.6,27.8,63,0,0.6,4,8,6.53E-02,0.4860724,0.9237347,0.7641913
Stasiun Meteorologi Perak I,96933,19/07/2002,24.7,32.6,27.8,68,0,0.6,4,8,8.32E-02,0.4411185,0.9095868,0.8233276
Stasiun Meteorologi Perak I,96933,20/07/2002,23.8,32.8,28.5,66,0,0.4,4,7,8.70E-02,0.3308479,0.8828655,0.7937497
Stasiun Meteorologi Perak I,96933,21/07/2002,23.2,32.4,27.4,68,0,0.6,4,7,0.1454573,0.2803253,0.7905911,0.6315581
Stasiun Meteorologi Perak I,96933,22/07/2002,23.4,32.3,26.7,68,0,0.5,3,6,0.1520274,0.3095876,0.7164952,0.5340599
Stasiun Meteorologi Perak I,96933,23/07/2002,24.3,33.6,28.8,70,0,0.6,3,6,0.1233383,0.3684291,0.7485217,0.5465708
Stasiun Meteorologi Perak I,96933,24/07/2002,24.6,33,27.6,73,0,0.6,3,7,0.1543757,0.3582495,0.7796264,0.5990465
Stasiun Meteorologi Perak I,96933,25/07/2002,23.8,33,27.9,71,0,0.6,3,6,0.2366808,0.3567305,0.7672819,0.6061209
Stasiun Meteorologi Perak I,96933,26/07/2002,22.4,32.2,27.9,64,0,0.6,3,7,0.3460505,0.3447449,0.7855116,0.6762981
Stasiun Meteorologi Perak I,96933,27/07/2002,23.5,32.4,27.3,58,0,0.6,3,7,0.4177925,0.385276,0.8802817,0.7723851
Stasiun Meteorologi Perak I,96933,28/07/2002,23.7,32.8,27.3,63,0,0.6,3,7,0.3828877,0.4002084,0.8685017,0.7441248
Stasiun Meteorologi Perak I,96933,29/07/2002,23.6,33.2,27.8,63,0,0.6,3,6,0.374922,0.3568309,0.815827,0.6464298
Stasiun Meteorologi Perak I,96933,30/07/2002,25.2,32.7,28,66,0,0.6,4,7,0.4201549,0.3243094,0.7890425,0.6853232
Stasiun Meteorologi Perak I,96933,31/07/2002,25.4,33.8,28.9,66,0,0.6,4,10,0.4152134,0.3778562,0.8982636,0.8174999
Stasiun Meteorologi Perak I,96933,01/08/2002,24,32.8,28.9,72,0,0.6,4,9,0.4289242,0.419628,0.9968662,0.9576291
Stasiun Meteorologi Perak I,96933,02/08/2002,22.4,33.4,27.9,68,0,0.6,3,7,0.4295485,0.4119753,0.9764178,0.9900764
Stasiun Meteorologi Perak I,96933,03/08/2002,21.5,33.2,27.2,67,0,0.6,3,8,0.4164992,0.3738108,0.861617,0.9896853
Stasiun Meteorologi Perak I,96933,04/08/2002,22.7,32.8,26.6,71,0,0.6,2,6,0.3703062,0.3014219,0.7875747,0.9700205
Stasiun Meteorologi Perak I,96933,05/08/2002,20.6,32,27.3,61,0,0.6,4,8,0.3369257,0.2381677,0.8030559,0.9514031
Stasiun Meteorologi Perak I,96933,06/08/2002,22.4,32.7,26.6,66,0,0.6,3,7,0.2869518,0.3171258,0.8434507,0.9196591
Stasiun Meteorologi Perak I,96933,07/08/2002,23.4,33.4,27.1,71,0,0.3,4,8,0.1869525,0.4045115,0.8460805,0.8076406
Stasiun Meteorologi Perak I,96933,08/08/2002,24.7,33.4,28.3,71,0,0.6,3,6,-6.18E-04,0.4321706,0.8351381,0.8740979
Stasiun Meteorologi Perak I,96933,09/08/2002,24.4,33.4,28.1,72,0,0.6,3,6,-4.78E-02,0.4758197,0.895471,0.9486679
Stasiun Meteorologi Perak I,96933,10/08/2002,23,33.4,27.2,72,0,0.6,3,7,-6.80E-02,0.4964313,0.8195778,0.8218346
Stasiun Meteorologi Perak I,96933,11/08/2002,21.5,33.5,27.3,69,0,0.6,3,6,-0.1764199,0.4881248,0.7498881,0.7338858
Stasiun Meteorologi Perak I,96933,12/08/2002,21,33.6,26.4,66,0,0.6,4,7,-0.2111094,0.4413117,0.6915643,0.7224159
Stasiun Meteorologi Perak I,96933,13/08/2002,21,32.5,26.5,64,0,0.6,3,7,-0.2156223,0.3617092,0.6418789,0.7347956
Stasiun Meteorologi Perak I,96933,14/08/2002,21.2,32.7,25.9,65,0,0.6,2,6,-0.2140592,0.2159236,0.6213984,0.7522539
Stasiun Meteorologi Perak I,96933,15/08/2002,21.6,32.4,26.6,64,0,0.6,3,5,-0.1660653,0.2356435,0.7228675,0.748509
Stasiun Meteorologi Perak I,96933,16/08/2002,22.4,33,26.9,66,0,0.6,3,7,-0.1277303,0.2155901,0.7717638,0.6887711
Stasiun Meteorologi Perak I,96933,17/08/2002,22.5,33,27.5,66,0,0.6,4,7,-0.1465206,0.1705335,0.7600218,0.6548995
Stasiun Meteorologi Perak I,96933,18/08/2002,22.8,33,27.7,63,0,0.6,4,8,-0.2012025,0.2437081,0.668681,0.6175234
Stasiun Meteorologi Perak I,96933,19/08/2002,22.9,32,26.8,68,0,0.6,4,8,-0.2391446,0.4095449,0.6176515,0.5109032
Stasiun Meteorologi Perak I,96933,20/08/2002,22.2,32,27.5,66,0,0.6,4,7,-0.2577547,0.5871589,0.7338972,0.5320469
Stasiun Meteorologi Perak I,96933,21/08/2002,23.2,32.8,27.4,68,0,0.6,4,7,-0.2552251,0.6269022,0.8486909,0.6532845
Stasiun Meteorologi Perak I,96933,22/08/2002,23.6,33.8,27.8,68,0,0.6,3,6,-0.2864374,0.5404444,0.8335856,0.7300316
Stasiun Meteorologi Perak I,96933,23/08/2002,23.2,33.6,27.4,70,0,0.6,3,6,-0.4232273,0.4079698,0.7009232,0.8062956
Stasiun Meteorologi Perak I,96933,24/08/2002,23.6,32.8,27.3,73,0,0.6,3,7,-0.408764,0.3877702,0.7136778,0.8545422
Stasiun Meteorologi Perak I,96933,25/08/2002,22,32.4,27.4,71,0,0.6,3,6,-0.3804814,0.4242567,0.6413348,0.7107875
Stasiun Meteorologi Perak I,96933,26/08/2002,20.4,33,27.6,64,0,0.6,3,7,-0.3716168,0.4743819,0.6776398,0.724337
Stasiun Meteorologi Perak I,96933,27/08/2002,21.9,33.3,27.7,58,0,0.6,3,7,-0.3330904,0.5344437,0.7470951,0.8551373
Stasiun Meteorologi Perak I,96933,28/08/2002,21.5,33,26.8,63,0,0.6,3,7,-0.2668009,0.6294283,0.8767844,0.8119199
Stasiun Meteorologi Perak I,96933,29/08/2002,21.4,32.8,27,63,0,0.6,3,6,-0.3106947,0.616484,0.877588,0.7584903
Stasiun Meteorologi Perak I,96933,30/08/2002,21.4,32,26.6,66,0,0.6,4,7,-0.3287007,0.6174049,0.8968009,0.7757271
Stasiun Meteorologi Perak I,96933,31/08/2002,22.1,32,26.2,66,0,0.6,4,10,-0.3436235,0.6005037,0.9297077,0.8238282
Stasiun Meteorologi Perak I,96933,01/09/2002,23,33.4,27.5,66,0,0.6,4,7,-0.2944672,0.5881799,0.8778432,0.7899634
Stasiun Meteorologi Perak I,96933,02/09/2002,22.8,33.3,27.1,71,0,0.6,2,6,-0.2432767,0.5124915,0.7452318,0.7518116
Stasiun Meteorologi Perak I,96933,03/09/2002,23.7,33.1,27.5,66,0,0.5,3,7,-0.1896069,0.4569776,0.5820492,0.649246
Stasiun Meteorologi Perak I,96933,04/09/2002,24,33,28.3,68,0,0.6,3,7,-7.48E-02,0.4091026,0.4950715,0.6549882
Stasiun Meteorologi Perak I,96933,05/09/2002,23.2,32.4,27.8,66,0,0.6,4,6,-2.31E-02,0.3898569,0.5180596,0.753387
Stasiun Meteorologi Perak I,96933,06/09/2002,21.8,32.4,27.3,64,0,0.6,4,7,1.35E-02,0.4605605,0.6070257,0.9041733
Stasiun Meteorologi Perak I,96933,07/09/2002,22.6,33,27.2,63,0,0.6,3,7,5.08E-02,0.483389,0.6197199,0.9168146
Stasiun Meteorologi Perak I,96933,08/09/2002,20.8,32.7,27.5,57,0,0.6,4,7,0.2607127,0.5962405,0.706852,0.8501257
Stasiun Meteorologi Perak I,96933,09/09/2002,20.6,32.4,26.4,62,0,0.6,2,7,0.4066094,0.6217807,0.8142775,0.9152912
Stasiun Meteorologi Perak I,96933,10/09/2002,22.6,33.2,26.9,62,0,0.6,3,6,0.478689,0.6377237,0.8338153,0.8670264
Stasiun Meteorologi Perak I,96933,11/09/2002,23.6,33.8,27.6,62,0,0.6,3,6,0.5113755,0.6522067,0.8709354,0.8539395
Stasiun Meteorologi Perak I,96933,12/09/2002,23.6,32.8,27.9,65,0,0.6,4,7,0.803649,0.7052524,0.8949482,0.8110514
Stasiun Meteorologi Perak I,96933,13/09/2002,23.6,33.8,28,70,0,0.6,3,6,0.8506144,0.6828529,0.8417332,0.7240924
Stasiun Meteorologi Perak I,96933,14/09/2002,22.4,34,28.3,66,0,0.6,2,7,0.8298913,0.741271,0.8922519,0.7251959
Stasiun Meteorologi Perak I,96933,15/09/2002,23,35.1,28.2,63,0,0.6,2,5,0.7534605,0.7849681,0.9927897,0.8243301
Stasiun Meteorologi Perak I,96933,16/09/2002,22.8,33.8,27.9,63,0,0.6,3,7,0.6707012,0.866354,1.015934,0.8726093
Stasiun Meteorologi Perak I,96933,17/09/2002,24,34,28,64,0,0.6,3,7,0.7053775,0.8343757,1.004079,0.9784306
Stasiun Meteorologi Perak I,96933,18/09/2002,23,34,29.1,63,0,0.6,3,7,0.7429323,0.8484283,1.046017,1.008455
Stasiun Meteorologi Perak I,96933,19/09/2002,23.4,34.2,28.1,67,0,0.6,4,10,0.6210862,0.8706369,1.056943,1.053275
Stasiun Meteorologi Perak I,96933,20/09/2002,23,34.6,28.4,63,0,0.6,3,10,0.3814098,0.8756307,1.125069,1.092721
Stasiun Meteorologi Perak I,96933,21/09/2002,24.2,34.8,29.1,61,0,0.6,3,8,0.2072129,0.8092943,1.152427,1.044684
Stasiun Meteorologi Perak I,96933,22/09/2002,22.8,34.8,28.9,64,0,0.6,3,7,0.5002416,0.8011262,1.188586,0.9083036
Stasiun Meteorologi Perak I,96933,23/09/2002,23.6,33.6,29.3,59,0,0.6,3,6,0.5866485,0.8380629,1.215706,0.7717001
Stasiun Meteorologi Perak I,96933,24/09/2002,23.4,34.3,28.7,65,0,0.6,2,6,0.5575297,0.8479128,1.157123,0.7109787
Stasiun Meteorologi Perak I,96933,25/09/2002,24,34.2,28.3,66,0,0.6,4,8,0.4986837,0.8264653,1.054591,0.6376989
Stasiun Meteorologi Perak I,96933,26/09/2002,23.4,34.2,28.6,68,0,0.6,4,6,0.5119816,0.9678174,1.093177,0.6013492
Stasiun Meteorologi Perak I,96933,27/09/2002,23.8,34.4,28.6,63,0,0.6,3,8,0.376518,1.073853,1.133916,0.5914863
Stasiun Meteorologi Perak I,96933,28/09/2002,24.4,34.4,28.8,65,0,0.6,3,6,0.3311128,1.095536,1.074443,0.5273256
Stasiun Meteorologi Perak I,96933,29/09/2002,24,35,28.8,66,0,0.6,2,6,0.3314483,1.040141,1.071072,0.4691308
Stasiun Meteorologi Perak I,96933,30/09/2002,22.8,34.8,29,63,0,0.6,3,7,0.2688108,1.101765,1.271821,0.4649245
Stasiun Meteorologi Perak I,96933,01/10/2002,23.2,34.4,28.1,62,0,0.6,4,10,0.3323845,1.081214,1.372235,0.4806536
Stasiun Meteorologi Perak I,96933,02/10/2002,25,34.4,29.1,62,0,0.6,4,9,0.3299433,0.974673,1.378635,0.4900901
Stasiun Meteorologi Perak I,96933,03/10/2002,25.6,35.3,29.1,65,0,0.6,4,10,0.1942782,0.8694696,1.294599,0.5046091
Stasiun Meteorologi Perak I,96933,04/10/2002,24.4,35.2,29.5,64,0,0.6,4,8,2.19E-02,0.7786702,1.200336,0.4393114
Stasiun Meteorologi Perak I,96933,05/10/2002,24.5,35.3,29.4,68,0,0.6,3,7,-6.07E-02,0.6683939,1.071597,0.3912737
Stasiun Meteorologi Perak I,96933,06/10/2002,23.4,34.7,29.1,66,0,0.5,2,6,0.1595081,0.62009,1.023365,0.7124886
Stasiun Meteorologi Perak I,96933,07/10/2002,22.8,35,29.2,64,0,0.6,3,7,0.5435384,0.5983458,0.8564308,0.7744999
Stasiun Meteorologi Perak I,96933,08/10/2002,22.9,35.2,28.8,62,0,0.6,3,7,0.6250268,0.648353,0.6834857,0.6514297
Stasiun Meteorologi Perak I,96933,09/10/2002,23.4,35.7,29.7,59,0,0.6,3,7,0.7114803,0.6768774,0.7676853,0.6244666
Stasiun Meteorologi Perak I,96933,10/10/2002,23.8,36,29.2,62,0,0.6,2,6,0.750937,0.6924233,1.006456,0.6415635
Stasiun Meteorologi Perak I,96933,11/10/2002,24.6,36.2,29.3,63,0,0.6,3,8,0.9162754,0.6603746,1.206665,0.7794365
Stasiun Meteorologi Perak I,96933,12/10/2002,23.8,36.8,30.1,60,0,0.6,3,7,1.144168,0.6555668,1.224044,0.7655547
Stasiun Meteorologi Perak I,96933,13/10/2002,24,36.8,29.2,66,0,0.6,3,7,1.109108,0.6600729,1.133482,0.7353631
Stasiun Meteorologi Perak I,96933,14/10/2002,24.8,36.2,30,61,0,0.6,4,10,1.100734,0.6776043,1.00703,0.7682869
Stasiun Meteorologi Perak I,96933,15/10/2002,26,36.3,30.4,63,0,0.6,4,10,1.170678,0.6590379,0.9748923,0.8965989
Stasiun Meteorologi Perak I,96933,16/10/2002,25,35.5,30.8,61,0,0.6,4,10,1.179788,0.6205193,0.9498478,0.8104506
Stasiun Meteorologi Perak I,96933,17/10/2002,25.2,37,30.7,63,0,0.6,4,9,1.218808,0.5276151,0.8931239,0.7692229
Stasiun Meteorologi Perak I,96933,18/10/2002,23.8,37.2,30.5,59,0,0.6,3,7,1.229954,0.5180539,0.888402,0.7317406
Stasiun Meteorologi Perak I,96933,19/10/2002,24.5,37,29.8,59,0,0.6,3,11,1.137586,0.5572906,0.974469,0.8334373
Stasiun Meteorologi Perak I,96933,20/10/2002,24,35.5,29.6,62,0,0.6,3,7,1.065192,0.6547996,1.148658,1.012341
