"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156"
"33",-24.1845438310439,3.09798845092822,5.19452854722567,21.9,20,22.4,36.4,34.2,32.1,33.8,33.1,36,28.03,27.21,26.8,27.32,27.1,28.65,66.13,77.87,83.64,82.58,7.497,5.003,5.66,2.267,2.677,2.29,2.167,2.29,2.29,2.097,6,6,6,10,10,5,6,-0.97,-0.16,-0.51,-0.65,-0.56,-0.47,-0.27,-24.1845438310439,3.09798845092822,5.19452854722567,21.2,22.4,22,33.2,33.1,34,36,34.6,28.03,27.32,27.16,27.1,27.4,28.68,28.65,66.13,77.87,79.61,82.58,6.827,3.396,2.267,2.677,2.29,2.29,2.567,2.097,6,6,10,8,-0.97,-1.06,-1.26,-0.74,-1.05,-0.76,-0.16,-0.89,-0.94,-0.79,-1.15,-0.51,-1,-1.27,-1.14,-0.65,-0.56,-0.47,-0.27,-0.65,-0.44,-24.1845438310439,3.09798845092822,5.19452854722567,21.2,22.4,NA,34.2,32.1,NA,NA,NA,36,NA,NA,27.21,26.8,27.32,27.16,27.1,NA,NA,NA,66.13,77.87,79.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,NA,NA,NA,NA,NA,-0.16,NA,NA,NA,NA,-0.51,NA,NA,NA,-0.65,-0.56,-0.47,-0.27,NA,NA
"34",55.6514402352627,-104.869065143207,3.09798845092822,22,20.6,23,35.8,36.4,34.2,32.1,33,34,28.7,28.03,27.21,26.8,27.16,28.68,67.87,74.71,84.81,83.64,6.419,3.396,3.132,2.194,2.267,2.677,2.194,2.167,2.419,2.567,6,6,6,5,7,8,5,-0.89,-0.4,-0.69,-1.14,-0.6,-0.57,-0.47,55.6514402352627,-104.869065143207,3.09798845092822,20,23,22.9,34,33,33.2,34,35.4,28.7,26.8,27.53,27.16,27.1,27.18,28.68,67.87,74.71,77.87,83.64,7.094,5.484,2.194,2.267,2.167,2.419,2.29,2.567,6,6,7,10,-0.89,-0.97,-1.44,-1.26,-0.74,-1.05,-0.4,-0.85,-0.89,-0.79,-0.79,-0.69,-0.85,-1.04,-1.27,-1.14,-0.6,-0.57,-0.47,-0.56,-0.65,55.6514402352627,-104.869065143207,3.09798845092822,20,23,NA,36.4,34.2,NA,NA,NA,34,NA,NA,28.03,27.21,26.8,27.53,27.16,NA,NA,NA,67.87,74.71,77.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,-0.69,NA,NA,NA,-1.14,-0.6,-0.57,-0.47,NA,NA
"35",21.395803095711,27.1081295960815,-104.869065143207,22.2,21.9,23.2,36.9,35.8,36.4,34.2,33.2,33.2,28.68,28.7,28.03,27.21,27.53,27.18,72.97,70.68,82.6,84.81,5.407,5.484,5.003,2.1,2.194,2.267,2.333,2.194,2.536,2.29,6,6,6,6,10,10,8,-0.68,-0.76,-0.44,-1.27,-0.59,-0.56,-0.57,21.395803095711,27.1081295960815,-104.869065143207,20.6,23.2,22.3,33.8,33.2,33.1,33.2,36,28.68,27.21,27.95,27.53,27.16,27.4,27.18,72.97,70.68,74.71,84.81,7.387,3.927,2.1,2.194,2.194,2.536,2.419,2.29,9,6,10,7,-0.68,-0.89,-0.92,-1.44,-1.26,-0.74,-0.76,-0.9,-0.85,-0.94,-0.79,-0.44,-0.76,-0.65,-1.04,-1.27,-0.59,-0.56,-0.57,-0.27,-0.56,21.395803095711,27.1081295960815,-104.869065143207,20.6,23.2,NA,35.8,36.4,NA,NA,NA,33.2,NA,NA,28.7,28.03,27.21,27.95,27.53,NA,NA,NA,72.97,70.68,74.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68,NA,NA,NA,NA,NA,-0.76,NA,NA,NA,NA,-0.44,NA,NA,NA,-1.27,-0.59,-0.56,-0.57,NA,NA
"36",40.2777376697579,15.7938667499799,27.1081295960815,22.6,22,21.2,34.4,36.9,35.8,36.4,34,33.1,27.59,28.68,28.7,28.03,27.95,27.4,78.45,66.13,79.61,82.6,4.032,3.927,3.396,2.226,2.1,2.194,2.29,2.333,2.29,2.419,9,6,6,6,5,7,10,-0.37,-1.05,-0.29,-1.04,-0.21,-0.6,-0.56,40.2777376697579,15.7938667499799,27.1081295960815,21.9,21.2,22,32.1,34,33,33.1,34,27.59,28.03,27.32,27.95,27.53,27.1,27.4,78.45,66.13,70.68,82.6,7.497,6.058,2.226,2.1,2.333,2.29,2.536,2.419,8,9,5,10,-0.37,-0.68,-1.12,-0.92,-1.44,-1.26,-1.05,-0.85,-0.9,-0.89,-0.94,-0.29,-0.51,-0.71,-0.65,-1.04,-0.21,-0.6,-0.56,-0.47,-0.27,40.2777376697579,15.7938667499799,27.1081295960815,21.9,21.2,NA,36.9,35.8,NA,NA,NA,33.1,NA,NA,28.68,28.7,28.03,27.32,27.95,NA,NA,NA,78.45,66.13,70.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,NA,NA,NA,NA,NA,-1.05,NA,NA,NA,NA,-0.29,NA,NA,NA,-1.04,-0.21,-0.6,-0.56,NA,NA
"37",20.0021348901919,-159.985170705703,15.7938667499799,22,22.2,20,33,34.4,36.9,35.8,33.8,33,26.72,27.59,28.68,28.7,27.32,27.1,83.9,67.87,77.87,79.61,2.971,6.058,5.484,2.903,2.226,2.1,2.677,2.29,2.167,2.536,8,9,6,6,6,10,7,-0.11,-0.74,-0.35,-0.65,-0.13,-0.59,-0.6,20.0021348901919,-159.985170705703,15.7938667499799,22,20,21.6,34.2,33.8,33.2,33,33.2,26.72,28.7,26.8,27.32,27.95,27.16,27.1,83.9,67.87,66.13,79.61,6.419,6.827,2.903,2.226,2.29,2.167,2.29,2.536,8,8,6,5,-0.11,-0.37,-1.06,-1.12,-0.92,-1.44,-0.74,-0.87,-0.85,-0.85,-0.89,-0.35,-0.51,-1,-0.71,-0.65,-0.13,-0.59,-0.6,-0.57,-0.47,20.0021348901919,-159.985170705703,15.7938667499799,22,20,NA,34.4,36.9,NA,NA,NA,33,NA,NA,27.59,28.68,28.7,26.8,27.32,NA,NA,NA,83.9,67.87,66.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,NA,NA,NA,NA,NA,-0.74,NA,NA,NA,NA,-0.35,NA,NA,NA,-0.65,-0.13,-0.59,-0.6,NA,NA
"38",-35.9941318935235,154.015788524319,-159.985170705703,22,22.6,20.6,32.5,33,34.4,36.9,32.1,33.2,26.65,26.72,27.59,28.68,26.8,27.16,83.54,72.97,74.71,77.87,4.489,6.827,3.927,2.5,2.903,2.226,2.267,2.677,2.194,2.29,8,8,9,6,6,5,10,-0.17,-1.26,-0.59,-0.71,-0.25,-0.21,-0.59,-35.9941318935235,154.015788524319,-159.985170705703,22.2,20.6,21.7,36.4,32.1,34,33.2,33.1,26.65,28.68,27.21,26.8,27.32,27.53,27.16,83.54,72.97,67.87,77.87,5.407,7.094,2.5,2.903,2.677,2.194,2.167,2.29,6,8,6,6,-0.17,-0.11,-0.97,-1.06,-1.12,-0.92,-1.26,-0.78,-0.87,-0.9,-0.85,-0.59,-0.69,-0.85,-1,-0.71,-0.25,-0.21,-0.59,-0.56,-0.57,-35.9941318935235,154.015788524319,-159.985170705703,22.2,20.6,NA,33,34.4,NA,NA,NA,33.2,NA,NA,26.72,27.59,28.68,27.21,26.8,NA,NA,NA,83.54,72.97,67.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,NA,NA,NA,NA,NA,-1.26,NA,NA,NA,NA,-0.59,NA,NA,NA,-0.71,-0.25,-0.21,-0.59,NA,NA
"39",15.7788321355304,-118.86991676742,154.015788524319,22.5,22,21.9,33.4,32.5,33,34.4,34.2,34,26.84,26.65,26.72,27.59,27.21,27.53,85.43,78.45,70.68,74.71,3.513,7.094,6.058,2.167,2.5,2.903,2.194,2.267,2.333,2.167,6,8,8,6,6,6,5,-0.67,-1.44,-0.63,-1,0.04,-0.13,-0.21,15.7788321355304,-118.86991676742,154.015788524319,22.6,21.9,22.4,35.8,34.2,33.8,34,33,26.84,27.59,28.03,27.21,26.8,27.95,27.53,85.43,78.45,72.97,74.71,4.032,7.387,2.167,2.5,2.267,2.333,2.194,2.167,7,6,6,6,-0.67,-0.17,-0.89,-0.97,-1.06,-1.12,-1.44,-0.68,-0.78,-0.85,-0.9,-0.63,-0.44,-0.76,-0.85,-1,0.04,-0.13,-0.21,-0.6,-0.56,15.7788321355304,-118.86991676742,154.015788524319,22.6,21.9,NA,32.5,33,NA,NA,NA,34,NA,NA,26.65,26.72,27.59,28.03,27.21,NA,NA,NA,85.43,78.45,72.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,NA,NA,NA,NA,NA,-1.44,NA,NA,NA,NA,-0.63,NA,NA,NA,-1,0.04,-0.13,-0.21,NA,NA
"40",-4.74604590972736,-30.0649884863629,-118.86991676742,22.5,22,22,33.2,33.4,32.5,33,36.4,33.8,27.66,26.84,26.65,26.72,28.03,27.95,81.23,83.9,66.13,70.68,5.703,7.387,6.827,2.633,2.167,2.5,2.1,2.194,2.29,2.194,7,6,8,6,6,6,6,-0.77,-0.92,-0.34,-0.85,0.04,-0.25,-0.13,-4.74604590972736,-30.0649884863629,-118.86991676742,22,22,23,36.9,36.4,32.1,33.8,33.2,27.66,26.72,28.7,28.03,27.21,27.32,27.95,81.23,83.9,78.45,70.68,2.971,7.497,2.633,2.167,2.194,2.29,2.333,2.194,8,7,6,6,-0.77,-0.67,-0.68,-0.89,-0.97,-1.06,-0.92,-0.74,-0.68,-0.87,-0.85,-0.34,-0.29,-0.51,-0.76,-0.85,0.04,-0.25,-0.13,-0.59,-0.6,-4.74604590972736,-30.0649884863629,-118.86991676742,22,22,NA,33.4,32.5,NA,NA,NA,33.8,NA,NA,26.84,26.65,26.72,28.7,28.03,NA,NA,NA,81.23,83.9,78.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,NA,NA,NA,NA,NA,-0.92,NA,NA,NA,NA,-0.34,NA,NA,NA,-0.85,0.04,-0.25,-0.13,NA,NA
"41",16.9044652825328,8.17038814334378,-30.0649884863629,21,22.5,22.2,34.5,33.2,33.4,32.5,35.8,32.1,28.11,27.66,26.84,26.65,28.7,27.32,74.29,83.54,67.87,66.13,7.094,7.497,7.094,2.677,2.633,2.167,2.226,2.1,2.677,2.333,8,7,6,9,6,6,6,-1.02,-1.12,-0.22,-0.76,0.15,0.04,-0.25,16.9044652825328,8.17038814334378,-30.0649884863629,22,22.2,23.2,34.4,35.8,34.2,32.1,34,28.11,26.65,28.68,28.7,28.03,26.8,27.32,74.29,83.54,83.9,66.13,4.489,6.419,2.677,2.633,2.1,2.677,2.29,2.333,7,8,6,6,-1.02,-0.77,-0.37,-0.68,-0.89,-0.97,-1.12,-0.88,-0.74,-0.78,-0.87,-0.22,-0.35,-0.51,-0.51,-0.76,0.15,0.04,-0.25,-0.21,-0.59,16.9044652825328,8.17038814334378,-30.0649884863629,22,22.2,NA,33.2,33.4,NA,NA,NA,32.1,NA,NA,27.66,26.84,26.65,28.68,28.7,NA,NA,NA,74.29,83.54,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,NA,NA,NA,NA,NA,-1.12,NA,NA,NA,NA,-0.22,NA,NA,NA,-0.76,0.15,0.04,-0.25,NA,NA
"42",269.717229108669,70.7102882690337,8.17038814334378,22.2,22.5,22.6,33.2,34.5,33.2,33.4,36.9,34.2,27.27,28.11,27.66,26.84,28.68,26.8,81.7,85.43,72.97,67.87,5.427,6.419,7.387,2.367,2.677,2.633,2.903,2.226,2.267,2.29,7,8,7,8,6,6,6,-0.98,-1.06,-0.32,-0.51,0.15,0.04,0.04,269.717229108669,70.7102882690337,8.17038814334378,22.5,22.6,21.2,33,36.9,36.4,34.2,33.8,27.27,26.84,27.59,28.68,28.7,27.21,26.8,81.7,85.43,83.54,67.87,3.513,5.407,2.367,2.677,2.226,2.267,2.677,2.29,8,7,6,6,-0.98,-1.02,-0.11,-0.37,-0.68,-0.89,-1.06,-0.52,-0.88,-0.68,-0.78,-0.32,-0.59,-0.69,-0.51,-0.51,0.15,0.04,0.04,-0.13,-0.21,269.717229108669,70.7102882690337,8.17038814334378,22.5,22.6,NA,34.5,33.2,NA,NA,NA,34.2,NA,NA,28.11,27.66,26.84,27.59,28.68,NA,NA,NA,81.7,85.43,83.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,NA,NA,NA,NA,NA,-1.06,NA,NA,NA,NA,-0.32,NA,NA,NA,-0.51,0.15,0.04,0.04,NA,NA
"43",-169.518840605506,-17.9423746291976,70.7102882690337,19,21,22,32.8,33.2,34.5,33.2,34.4,36.4,26.76,27.27,28.11,27.66,27.59,27.21,75.45,81.23,78.45,72.97,7.17,5.407,7.497,2.323,2.367,2.677,2.5,2.903,2.194,2.677,8,7,8,8,9,6,6,-0.53,-0.97,-0.16,-0.51,0.01,0.15,0.04,-169.518840605506,-17.9423746291976,70.7102882690337,22.5,22,20,32.5,34.4,35.8,36.4,32.1,26.76,27.66,26.72,27.59,28.68,28.03,27.21,75.45,81.23,85.43,72.97,5.703,4.032,2.323,2.367,2.903,2.194,2.267,2.677,6,8,9,6,-0.53,-0.98,-0.17,-0.11,-0.37,-0.68,-0.97,-0.3,-0.52,-0.74,-0.68,-0.16,-0.63,-0.44,-0.69,-0.51,0.01,0.15,0.04,-0.25,-0.13,-169.518840605506,-17.9423746291976,70.7102882690337,22.5,22,NA,33.2,34.5,NA,NA,NA,36.4,NA,NA,27.27,28.11,27.66,26.72,27.59,NA,NA,NA,75.45,81.23,85.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,NA,NA,NA,NA,NA,-0.97,NA,NA,NA,NA,-0.16,NA,NA,NA,-0.51,0.01,0.15,0.04,NA,NA
"44",73.4332244705291,-24.1845438310439,-17.9423746291976,18.5,22.2,22,33.4,32.8,33.2,34.5,33,35.8,26.78,26.76,27.27,28.11,26.72,28.03,67.77,74.29,83.9,78.45,7.168,4.032,6.419,2.387,2.323,2.367,2.167,2.5,2.1,2.267,6,8,7,6,8,6,6,-0.06,-0.89,-0.04,-0.69,0.13,0.15,0.15,73.4332244705291,-24.1845438310439,-17.9423746291976,21,22,20.6,33.4,33,36.9,35.8,34.2,26.78,28.11,26.65,26.72,27.59,28.7,28.03,67.77,74.29,81.23,78.45,7.094,2.971,2.387,2.323,2.5,2.1,2.194,2.267,9,6,8,9,-0.06,-0.53,-0.67,-0.17,-0.11,-0.37,-0.89,-0.29,-0.3,-0.88,-0.74,-0.04,-0.34,-0.29,-0.44,-0.69,0.13,0.15,0.15,0.04,-0.25,73.4332244705291,-24.1845438310439,-17.9423746291976,21,22,NA,32.8,33.2,NA,NA,NA,35.8,NA,NA,26.76,27.27,28.11,26.65,26.72,NA,NA,NA,67.77,74.29,81.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,NA,-0.89,NA,NA,NA,NA,-0.04,NA,NA,NA,-0.69,0.13,0.15,0.15,NA,NA
"45",-35.053206185011,55.6514402352627,-24.1845438310439,22,19,22.5,36.3,33.4,32.8,33.2,32.5,36.9,28.19,26.78,26.76,27.27,26.65,28.7,68.13,81.7,83.54,83.9,7.187,2.971,5.407,2.767,2.387,2.323,2.633,2.167,2.226,2.194,9,6,8,7,8,9,6,0.29,-0.68,0.25,-0.44,-0.04,0.01,0.15,-35.053206185011,55.6514402352627,-24.1845438310439,22.2,22.5,21.9,33.2,32.5,34.4,36.9,36.4,28.19,27.27,26.84,26.65,26.72,28.68,28.7,68.13,81.7,74.29,83.9,5.427,4.489,2.767,2.387,2.167,2.226,2.1,2.194,8,9,8,8,0.29,-0.06,-0.77,-0.67,-0.17,-0.11,-0.68,-0.56,-0.29,-0.52,-0.88,0.25,-0.22,-0.35,-0.29,-0.44,-0.04,0.01,0.15,0.04,0.04,-35.053206185011,55.6514402352627,-24.1845438310439,22.2,22.5,NA,33.4,32.8,NA,NA,NA,36.9,NA,NA,26.78,26.76,27.27,26.84,26.65,NA,NA,NA,68.13,81.7,74.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,-0.68,NA,NA,NA,NA,0.25,NA,NA,NA,-0.44,-0.04,0.01,0.15,NA,NA
"46",49.7338925003883,21.395803095711,55.6514402352627,23,18.5,22.5,36.8,36.3,33.4,32.8,33.4,34.4,28.55,28.19,26.78,26.76,26.84,28.68,69.26,75.45,85.43,83.54,6.437,4.489,4.032,2.258,2.767,2.387,2.677,2.633,2.903,2.1,8,9,6,8,6,8,9,0.13,-0.37,0.5,-0.29,0.05,0.13,0.01,49.7338925003883,21.395803095711,55.6514402352627,19,22.5,22,34.5,33.4,33,34.4,35.8,28.55,26.76,27.66,26.84,26.65,27.59,28.68,69.26,75.45,81.7,83.54,7.17,3.513,2.258,2.767,2.633,2.903,2.226,2.1,10,8,6,8,0.13,0.29,-1.02,-0.77,-0.67,-0.17,-0.37,-0.37,-0.56,-0.3,-0.52,0.5,-0.32,-0.59,-0.35,-0.29,0.05,0.13,0.01,0.15,0.04,49.7338925003883,21.395803095711,55.6514402352627,19,22.5,NA,36.3,33.4,NA,NA,NA,34.4,NA,NA,28.19,26.78,26.76,27.66,26.84,NA,NA,NA,69.26,75.45,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,-0.37,NA,NA,NA,NA,0.5,NA,NA,NA,-0.29,0.05,0.13,0.01,NA,NA
"47",-13.9988316738965,40.2777376697579,21.395803095711,21.8,22,21,35.2,36.8,36.3,33.4,33.2,33,28.3,28.55,28.19,26.78,27.66,27.59,74.67,67.77,81.23,85.43,4.61,3.513,2.971,2.1,2.258,2.767,2.367,2.677,2.5,2.226,10,8,9,7,7,8,8,0.23,-0.11,0.73,-0.35,0.13,-0.04,0.13,-13.9988316738965,40.2777376697579,21.395803095711,18.5,21,22.2,33.2,33.2,32.5,33,36.9,28.3,26.78,28.11,27.66,26.84,26.72,27.59,74.67,67.77,75.45,85.43,7.168,5.703,2.1,2.258,2.677,2.5,2.903,2.226,7,10,7,6,0.23,0.13,-0.98,-1.02,-0.77,-0.67,-0.11,-0.08,-0.37,-0.29,-0.3,0.73,-0.16,-0.63,-0.59,-0.35,0.13,-0.04,0.13,0.15,0.15,-13.9988316738965,40.2777376697579,21.395803095711,18.5,21,NA,36.8,36.3,NA,NA,NA,33,NA,NA,28.55,28.19,26.78,28.11,27.66,NA,NA,NA,74.67,67.77,75.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,-0.11,NA,NA,NA,NA,0.73,NA,NA,NA,-0.35,0.13,-0.04,0.13,NA,NA
"48",-148.610100316812,20.0021348901919,40.2777376697579,21.6,23,22.2,36.2,35.2,36.8,36.3,34.5,32.5,28.06,28.3,28.55,28.19,28.11,26.72,76.39,68.13,74.29,81.23,6.067,5.703,4.489,2.433,2.1,2.258,2.323,2.367,2.167,2.903,7,10,8,8,8,6,8,0.42,-0.17,0.88,-0.59,0.22,0.05,-0.04,-148.610100316812,20.0021348901919,40.2777376697579,22,22.2,22.6,32.8,34.5,33.4,32.5,34.4,28.06,28.19,27.27,28.11,27.66,26.65,26.72,76.39,68.13,67.77,81.23,7.187,7.094,2.433,2.1,2.367,2.167,2.5,2.903,8,7,8,7,0.42,0.23,-0.53,-0.98,-1.02,-0.77,-0.17,0.06,-0.08,-0.56,-0.29,0.88,-0.04,-0.34,-0.63,-0.59,0.22,0.05,-0.04,0.01,0.15,-148.610100316812,20.0021348901919,40.2777376697579,22,22.2,NA,35.2,36.8,NA,NA,NA,32.5,NA,NA,28.3,28.55,28.19,27.27,28.11,NA,NA,NA,76.39,68.13,67.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,-0.17,NA,NA,NA,NA,0.88,NA,NA,NA,-0.59,0.22,0.05,-0.04,NA,NA
"49",202.351673993179,-35.9941318935235,20.0021348901919,22.4,21.8,19,32.8,36.2,35.2,36.8,33.2,33.4,26.97,28.06,28.3,28.55,27.27,26.65,83.39,69.26,81.7,74.29,3.455,7.094,3.513,3.226,2.433,2.1,2.387,2.323,2.633,2.5,8,7,10,6,7,7,6,0.94,-0.67,0.96,-0.63,0.57,0.13,0.05,202.351673993179,-35.9941318935235,20.0021348901919,23,19,22,33.4,33.2,33.2,33.4,33,26.97,28.55,26.76,27.27,28.11,26.84,26.65,83.39,69.26,68.13,74.29,6.437,5.427,3.226,2.433,2.323,2.633,2.167,2.5,8,8,7,8,0.94,0.42,-0.06,-0.53,-0.98,-1.02,-0.67,0.18,0.06,-0.37,-0.56,0.96,0.25,-0.22,-0.34,-0.63,0.57,0.13,0.05,0.13,0.01,202.351673993179,-35.9941318935235,20.0021348901919,23,19,NA,36.2,35.2,NA,NA,NA,33.4,NA,NA,28.06,28.3,28.55,26.76,27.27,NA,NA,NA,83.39,69.26,68.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,-0.67,NA,NA,NA,NA,0.96,NA,NA,NA,-0.63,0.57,0.13,0.05,NA,NA
"50",58.8373541459367,15.7788321355304,-35.9941318935235,21.5,21.6,18.5,32.4,32.8,36.2,35.2,32.8,33.2,27.04,26.97,28.06,28.3,26.76,26.84,83.71,74.67,75.45,81.7,5.314,5.427,5.703,2.964,3.226,2.433,2.767,2.387,2.677,2.167,8,8,7,9,8,8,7,0.83,-0.77,1.03,-0.34,0.62,0.22,0.13,58.8373541459367,15.7788321355304,-35.9941318935235,21.8,18.5,22,36.3,32.8,34.5,33.2,32.5,27.04,28.3,26.78,26.76,27.27,27.66,26.84,83.71,74.67,69.26,81.7,4.61,7.17,2.964,3.226,2.387,2.677,2.633,2.167,8,8,8,7,0.83,0.94,0.29,-0.06,-0.53,-0.98,-0.77,0.39,0.18,-0.08,-0.37,1.03,0.5,-0.32,-0.22,-0.34,0.62,0.22,0.13,-0.04,0.13,58.8373541459367,15.7788321355304,-35.9941318935235,21.8,18.5,NA,32.8,36.2,NA,NA,NA,33.2,NA,NA,26.97,28.06,28.3,26.78,26.76,NA,NA,NA,83.71,74.67,69.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,-0.77,NA,NA,NA,NA,1.03,NA,NA,NA,-0.34,0.62,0.22,0.13,NA,NA
"51",-143.239374032577,-4.74604590972736,15.7788321355304,22,22.4,22,34.2,32.4,32.8,36.2,33.4,34.5,27.75,27.04,26.97,28.06,26.78,27.66,81.73,76.39,67.77,75.45,5.32,7.17,7.094,2.333,2.964,3.226,2.258,2.767,2.367,2.633,8,8,8,8,6,7,8,1.38,-1.02,1.09,-0.22,0.57,0.57,0.22,-143.239374032577,-4.74604590972736,15.7788321355304,21.6,22,22.5,36.8,33.4,33.2,34.5,33.4,27.75,28.06,28.19,26.78,26.76,28.11,27.66,81.73,76.39,74.67,75.45,6.067,7.168,2.333,2.964,2.767,2.367,2.677,2.633,8,8,6,8,1.38,0.83,0.13,0.29,-0.06,-0.53,-1.02,0.64,0.39,0.06,-0.08,1.09,0.73,-0.16,-0.32,-0.22,0.57,0.57,0.22,0.05,-0.04,-143.239374032577,-4.74604590972736,15.7788321355304,21.6,22,NA,32.4,32.8,NA,NA,NA,34.5,NA,NA,27.04,26.97,28.06,28.19,26.78,NA,NA,NA,81.73,76.39,74.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,-1.02,NA,NA,NA,NA,1.09,NA,NA,NA,-0.22,0.57,0.57,0.22,NA,NA
"52",86.8398689976959,16.9044652825328,-4.74604590972736,23.4,21.5,23,34,34.2,32.4,32.8,36.3,33.2,28.51,27.75,27.04,26.97,28.19,28.11,77.5,83.39,68.13,67.77,6.737,7.168,5.427,2.6,2.333,2.964,2.1,2.258,2.323,2.677,8,8,8,10,9,8,7,1.23,-0.98,1.11,-0.32,0.73,0.62,0.57,86.8398689976959,16.9044652825328,-4.74604590972736,22.4,23,22.5,35.2,36.3,32.8,33.2,33.2,28.51,26.97,28.55,28.19,26.78,27.27,28.11,77.5,83.39,76.39,67.77,3.455,7.187,2.6,2.333,2.258,2.323,2.367,2.677,7,8,9,6,1.23,1.38,0.23,0.13,0.29,-0.06,-0.98,0.73,0.64,0.18,0.06,1.11,0.88,-0.04,-0.16,-0.32,0.73,0.62,0.57,0.13,0.05,86.8398689976959,16.9044652825328,-4.74604590972736,22.4,23,NA,34.2,32.4,NA,NA,NA,33.2,NA,NA,27.75,27.04,26.97,28.55,28.19,NA,NA,NA,77.5,83.39,76.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,NA,-0.98,NA,NA,NA,NA,1.11,NA,NA,NA,-0.32,0.73,0.62,0.57,NA,NA
"53",-76.0407928905759,269.717229108669,16.9044652825328,22,22,21.8,34.2,34,34.2,32.4,36.8,32.8,28.22,28.51,27.75,27.04,28.55,27.27,77.68,83.71,69.26,68.13,6.629,7.187,7.17,2.387,2.6,2.333,2.433,2.1,2.387,2.367,7,8,8,7,8,6,8,1.36,-0.53,0.82,-0.16,0.63,0.57,0.62,-76.0407928905759,269.717229108669,16.9044652825328,21.5,21.8,21,36.2,36.8,33.4,32.8,34.5,28.22,27.04,28.3,28.55,28.19,26.76,27.27,77.68,83.71,83.39,68.13,5.314,6.437,2.387,2.6,2.1,2.387,2.323,2.367,8,7,8,9,1.36,1.23,0.42,0.23,0.13,0.29,-0.53,0.9,0.73,0.39,0.18,0.82,0.96,0.25,-0.04,-0.16,0.63,0.57,0.62,0.22,0.13,-76.0407928905759,269.717229108669,16.9044652825328,21.5,21.8,NA,34,34.2,NA,NA,NA,32.8,NA,NA,28.51,27.75,27.04,28.3,28.55,NA,NA,NA,77.68,83.71,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,NA,NA,NA,NA,-0.53,NA,NA,NA,NA,0.82,NA,NA,NA,-0.16,0.63,0.57,0.62,NA,NA
