"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156"
"11",0,NA,NA,22.1,21,23,34.9,35.8,36.4,34,34.1,33.8,28.16,28.86,28.09,26.92,28.07,NA,77.7,71.23,84.53,83.16,4.523,4.923,4.726,2.5,2.226,2.333,2.267,2.419,2.643,NA,10,8,8,8,8,8,NA,0.53,2.48,-0.94,NA,-0.17,-0.02,0.1,0,NA,NA,20.5,23,NA,33.2,34.1,33.2,33.8,NA,28.16,26.92,27.59,28.07,28.08,27.83,NA,77.7,71.23,73.77,83.16,7.771,4.377,2.5,2.226,2.419,2.643,2.516,NA,10,10,8,8,0.53,1.07,4.07,3.77,3.25,2.42,2.48,0.94,1.5,1.47,1.57,-0.94,0.6,1.8,2.11,NA,-0.17,-0.02,0.1,0.2,NA,0,NA,NA,20.5,23,NA,35.8,36.4,NA,NA,NA,33.8,NA,NA,28.86,28.09,26.92,27.59,28.07,NA,NA,NA,77.7,71.23,73.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,2.48,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,-0.17,-0.02,0.1,NA,NA
"12",0,0,NA,22,22.3,21.5,33.8,34.9,35.8,36.4,32.9,33.2,27.65,28.16,28.86,28.09,27.59,27.83,80.42,65.6,85.32,84.53,5.09,4.377,4.557,2.194,2.5,2.226,2.032,2.267,2.581,2.516,10,10,8,5,8,8,8,0.18,1.98,-1.03,2.11,-0.31,0.13,-0.02,0,0,NA,21,21.5,NA,32.6,32.9,33.2,33.2,NA,27.65,28.09,27.2,27.59,28.07,27.67,27.83,80.42,65.6,71.23,84.53,7.737,4.368,2.194,2.5,2.267,2.581,2.643,2.516,8,10,8,8,0.18,0.53,3.77,4.07,3.77,3.25,1.98,0.77,0.94,1.66,1.47,-1.03,-0.06,1.36,1.8,2.11,-0.31,0.13,-0.02,0.21,0.2,0,0,NA,21,21.5,NA,34.9,35.8,NA,NA,NA,33.2,NA,NA,28.16,28.86,28.09,27.2,27.59,NA,NA,NA,80.42,65.6,71.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,-1.03,NA,NA,NA,2.11,-0.31,0.13,-0.02,NA,NA
"13",309.854353412041,0,0,22,22.1,19.5,32.2,33.8,34.9,35.8,33.2,33.2,26.69,27.65,28.16,28.86,27.2,27.67,84.71,71.9,77.57,85.32,4.59,4.368,4.923,2.71,2.194,2.5,2.548,2.032,2.333,2.643,8,10,10,6,8,8,8,-0.31,2.42,-0.85,1.8,-0.47,-0.17,0.13,309.854353412041,0,0,22.3,19.5,23.2,34,33.2,34.1,33.2,33.8,26.69,28.86,26.4,27.2,27.59,28.08,27.67,84.71,71.9,65.6,85.32,5.639,7.12,2.71,2.194,2.032,2.333,2.581,2.643,10,8,8,8,-0.31,0.18,2.89,3.77,4.07,3.77,2.42,0.22,0.77,1.5,1.66,-0.85,-0.2,0.98,1.36,1.8,-0.47,-0.17,0.13,0.1,0.21,309.854353412041,0,0,22.3,19.5,NA,33.8,34.9,NA,NA,NA,33.2,NA,NA,27.65,28.16,28.86,26.4,27.2,NA,NA,NA,84.71,71.9,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,NA,NA,NA,NA,NA,2.42,NA,NA,NA,NA,-0.85,NA,NA,NA,1.8,-0.47,-0.17,0.13,NA,NA
"14",-49.0314013228211,0,0,23,22,20.5,31.7,32.2,33.8,34.9,32.6,34.1,26.35,26.69,27.65,28.16,26.4,28.08,86.04,77.7,73.77,77.57,3.507,7.12,4.377,2.786,2.71,2.194,2.333,2.548,2.419,2.581,10,8,10,8,5,8,8,-0.73,3.25,-0.63,1.36,-0.73,-0.31,-0.17,-49.0314013228211,0,0,22.1,20.5,22.6,36.4,32.6,32.9,34.1,33.2,26.35,28.16,26.92,26.4,27.2,28.07,28.08,86.04,77.7,71.9,77.57,4.523,7.813,2.786,2.71,2.548,2.419,2.333,2.581,8,10,5,8,-0.73,-0.31,1.5,2.89,3.77,4.07,3.25,-0.38,0.22,0.94,1.5,-0.63,-0.45,0.93,0.98,1.36,-0.73,-0.31,-0.17,-0.02,0.1,-49.0314013228211,0,0,22.1,20.5,NA,32.2,33.8,NA,NA,NA,34.1,NA,NA,26.69,27.65,28.16,26.92,26.4,NA,NA,NA,86.04,77.7,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,-0.63,NA,NA,NA,1.36,-0.73,-0.31,-0.17,NA,NA
"15",-29.3975670323645,0,0,22,22,21,33,31.7,32.2,33.8,34,32.9,26.93,26.35,26.69,27.65,26.92,28.07,85.06,80.42,71.23,73.77,3.137,7.813,4.368,2.226,2.786,2.71,2.226,2.333,2.267,2.333,8,10,8,8,6,8,8,-0.5,3.77,-0.16,0.98,-0.83,-0.47,-0.31,-29.3975670323645,0,0,22,21,23.5,35.8,34,33.2,32.9,33.2,26.93,27.65,28.09,26.92,26.4,27.59,28.07,85.06,80.42,77.7,73.77,5.09,7.771,2.226,2.786,2.333,2.267,2.419,2.333,8,8,6,5,-0.5,-0.73,1.07,1.5,2.89,3.77,3.77,-0.77,-0.38,0.77,0.94,-0.16,-0.94,0.6,0.93,0.98,-0.83,-0.47,-0.31,0.13,-0.02,-29.3975670323645,0,0,22,21,NA,31.7,32.2,NA,NA,NA,32.9,NA,NA,26.35,26.69,27.65,28.09,26.92,NA,NA,NA,85.06,80.42,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,-0.16,NA,NA,NA,0.98,-0.83,-0.47,-0.31,NA,NA
"16",-115.994413100621,0,0,23.5,23,22.3,33.6,33,31.7,32.2,36.4,33.2,27.35,26.93,26.35,26.69,28.09,27.59,84.2,84.71,65.6,71.23,4.277,7.771,7.12,2.133,2.226,2.786,2.5,2.226,2.032,2.419,8,8,10,10,8,5,8,-0.07,4.07,-0.38,0.93,-0.85,-0.73,-0.47,-115.994413100621,0,0,22,22.3,23,34.9,36.4,32.6,33.2,34.1,27.35,26.69,28.86,28.09,26.92,27.2,27.59,84.2,84.71,80.42,71.23,4.59,7.737,2.133,2.226,2.226,2.032,2.267,2.419,6,8,8,6,-0.07,-0.5,0.53,1.07,1.5,2.89,4.07,-0.63,-0.77,0.22,0.77,-0.38,-1.03,-0.06,0.6,0.93,-0.85,-0.73,-0.47,-0.17,0.13,-115.994413100621,0,0,22,22.3,NA,33,31.7,NA,NA,NA,33.2,NA,NA,26.93,26.35,26.69,28.86,28.09,NA,NA,NA,84.2,84.71,80.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,NA,NA,NA,NA,NA,4.07,NA,NA,NA,NA,-0.38,NA,NA,NA,0.93,-0.85,-0.73,-0.47,NA,NA
"17",-54.0716424199572,0,0,22.7,22,22.1,33,33.6,33,31.7,35.8,32.6,27.68,27.35,26.93,26.35,28.86,27.2,80.61,86.04,71.9,65.6,5.319,7.737,7.813,2.161,2.133,2.226,2.194,2.5,2.548,2.267,6,8,8,10,8,6,5,-0.69,3.77,-0.54,0.6,-0.84,-0.83,-0.73,-54.0716424199572,0,0,23,22.1,23,33.8,35.8,34,32.6,32.9,27.68,26.35,28.16,28.86,28.09,26.4,27.2,80.61,86.04,84.71,65.6,3.507,5.639,2.161,2.133,2.5,2.548,2.032,2.267,6,6,8,8,-0.69,-0.07,0.18,0.53,1.07,1.5,3.77,-0.48,-0.63,-0.38,0.22,-0.54,-0.85,-0.2,-0.06,0.6,-0.84,-0.83,-0.73,-0.31,-0.17,-54.0716424199572,0,0,23,22.1,NA,33.6,33,NA,NA,NA,32.6,NA,NA,27.35,26.93,26.35,28.16,28.86,NA,NA,NA,80.61,86.04,84.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,-0.54,NA,NA,NA,0.6,-0.84,-0.83,-0.73,NA,NA
"18",-43.7592603776576,0,0,19.5,23.5,22,32.6,33,33.6,33,34.9,34,26.85,27.68,27.35,26.93,28.16,26.4,75.2,85.06,77.7,71.9,6.847,5.639,7.771,2.4,2.161,2.133,2.71,2.194,2.333,2.032,6,6,8,8,10,8,6,-0.69,2.89,-0.54,-0.06,-0.83,-0.85,-0.83,-43.7592603776576,0,0,22,22,21.5,32.2,34.9,36.4,34,33.2,26.85,26.93,27.65,28.16,28.86,26.92,26.4,75.2,85.06,86.04,71.9,3.137,4.523,2.4,2.161,2.194,2.333,2.548,2.032,6,6,10,8,-0.69,-0.69,-0.31,0.18,0.53,1.07,2.89,-0.08,-0.48,-0.77,-0.38,-0.54,-0.63,-0.45,-0.2,-0.06,-0.83,-0.85,-0.83,-0.47,-0.31,-43.7592603776576,0,0,22,22,NA,33,33.6,NA,NA,NA,34,NA,NA,27.68,27.35,26.93,27.65,28.16,NA,NA,NA,75.2,85.06,86.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,NA,NA,NA,NA,NA,2.89,NA,NA,NA,NA,-0.54,NA,NA,NA,-0.06,-0.83,-0.85,-0.83,NA,NA
"19",24.566568724157,0,0,20,22.7,22,32.6,32.6,33,33.6,33.8,36.4,26.79,26.85,27.68,27.35,27.65,26.92,77.45,84.2,80.42,77.7,7.39,4.523,7.737,2.194,2.4,2.161,2.786,2.71,2.226,2.548,6,6,6,10,10,8,8,-0.37,1.5,-0.66,-0.2,-0.63,-0.84,-0.85,24.566568724157,0,0,23.5,22,19.5,31.7,33.8,35.8,36.4,32.6,26.79,27.35,26.69,27.65,28.16,28.09,26.92,77.45,84.2,85.06,77.7,4.277,5.09,2.194,2.4,2.71,2.226,2.333,2.548,6,6,10,10,-0.37,-0.69,-0.73,-0.31,0.18,0.53,1.5,-0.17,-0.08,-0.63,-0.77,-0.66,-0.16,-0.94,-0.45,-0.2,-0.63,-0.84,-0.85,-0.73,-0.47,24.566568724157,0,0,23.5,22,NA,32.6,33,NA,NA,NA,36.4,NA,NA,26.85,27.68,27.35,26.69,27.65,NA,NA,NA,77.45,84.2,85.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,-0.66,NA,NA,NA,-0.2,-0.63,-0.84,-0.85,NA,NA
"20",-26.3619032875657,0,0,20,19.5,23,33.8,32.6,32.6,33,32.2,35.8,27.12,26.79,26.85,27.68,26.69,28.09,72.74,80.61,84.71,80.42,7.677,5.09,5.639,2.452,2.194,2.4,2.226,2.786,2.5,2.333,6,6,6,8,8,10,8,-0.38,1.07,-0.35,-0.45,-0.82,-0.83,-0.84,-26.3619032875657,0,0,22.7,23,20.5,33,32.2,34.9,35.8,34,27.12,27.68,26.35,26.69,27.65,28.86,28.09,72.74,80.61,84.2,80.42,5.319,4.59,2.452,2.194,2.786,2.5,2.226,2.333,6,6,8,10,-0.38,-0.37,-0.5,-0.73,-0.31,0.18,1.07,-0.38,-0.17,-0.48,-0.63,-0.35,-0.38,-1.03,-0.94,-0.45,-0.82,-0.83,-0.84,-0.83,-0.73,-26.3619032875657,0,0,22.7,23,NA,32.6,32.6,NA,NA,NA,35.8,NA,NA,26.79,26.85,27.68,26.35,26.69,NA,NA,NA,72.74,80.61,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,-0.35,NA,NA,NA,-0.45,-0.82,-0.83,-0.84,NA,NA
"21",5.19452854722567,0,0,22,20,22,34.6,33.8,32.6,32.6,31.7,34.9,27.31,27.12,26.79,26.85,26.35,28.86,76.8,75.2,86.04,84.71,5.61,4.59,4.523,2.1,2.452,2.194,2.133,2.226,2.194,2.226,6,6,6,8,10,10,10,-0.08,0.53,-0.28,-0.94,-0.79,-0.63,-0.83,5.19452854722567,0,0,19.5,22,21,33.6,31.7,33.8,34.9,36.4,27.31,26.85,26.93,26.35,26.69,28.16,28.86,76.8,75.2,80.61,84.71,6.847,3.507,2.1,2.452,2.226,2.194,2.5,2.226,6,6,10,8,-0.08,-0.38,-0.07,-0.5,-0.73,-0.31,0.53,-0.8,-0.38,-0.08,-0.48,-0.28,-0.54,-0.85,-1.03,-0.94,-0.79,-0.63,-0.83,-0.85,-0.83,5.19452854722567,0,0,19.5,22,NA,33.8,32.6,NA,NA,NA,34.9,NA,NA,27.12,26.79,26.85,26.93,26.35,NA,NA,NA,76.8,75.2,80.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,-0.28,NA,NA,NA,-0.94,-0.79,-0.63,-0.83,NA,NA
"22",3.09798845092822,0,0,22.9,20,23.5,35.4,34.6,33.8,32.6,33,33.8,28.65,27.31,27.12,26.79,26.93,28.16,72,77.45,85.06,86.04,5.968,3.507,5.09,2.097,2.1,2.452,2.161,2.133,2.71,2.5,6,6,6,6,8,8,10,-0.41,0.18,-0.41,-1.03,-0.59,-0.82,-0.63,3.09798845092822,0,0,20,23.5,22.3,33,33,32.2,33.8,35.8,28.65,26.79,27.35,26.93,26.35,27.65,28.16,72,77.45,75.2,86.04,7.39,3.137,2.097,2.1,2.133,2.71,2.194,2.5,6,6,8,10,-0.41,-0.08,-0.69,-0.07,-0.5,-0.73,0.18,-0.98,-0.8,-0.17,-0.08,-0.41,-0.54,-0.63,-0.85,-1.03,-0.59,-0.82,-0.63,-0.84,-0.85,3.09798845092822,0,0,20,23.5,NA,34.6,33.8,NA,NA,NA,33.8,NA,NA,27.31,27.12,26.79,27.35,26.93,NA,NA,NA,72,77.45,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,-0.41,NA,NA,NA,-1.03,-0.59,-0.82,-0.63,NA,NA
"23",-104.869065143207,0,0,22.3,22,22.7,36,35.4,34.6,33.8,33.6,32.2,28.68,28.65,27.31,27.12,27.35,27.65,73.63,72.74,84.2,85.06,5.66,3.137,4.59,2.567,2.097,2.1,2.4,2.161,2.786,2.194,6,6,6,6,8,10,8,-0.16,-0.31,-0.65,-0.85,-0.4,-0.79,-0.82,-104.869065143207,0,0,20,22.7,22.1,32.6,33.6,31.7,32.2,34.9,28.68,27.12,27.68,27.35,26.93,26.69,27.65,73.63,72.74,77.45,85.06,7.677,4.277,2.567,2.097,2.161,2.786,2.71,2.194,5,6,8,8,-0.16,-0.41,-0.69,-0.69,-0.07,-0.5,-0.31,-0.63,-0.98,-0.38,-0.17,-0.65,-0.66,-0.16,-0.63,-0.85,-0.4,-0.79,-0.82,-0.83,-0.84,-104.869065143207,0,0,20,22.7,NA,35.4,34.6,NA,NA,NA,32.2,NA,NA,28.65,27.31,27.12,27.68,27.35,NA,NA,NA,73.63,72.74,77.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,NA,NA,NA,NA,NA,-0.31,NA,NA,NA,NA,-0.65,NA,NA,NA,-0.85,-0.4,-0.79,-0.82,NA,NA
"24",27.1081295960815,309.854353412041,0,22,22.9,19.5,34,36,35.4,34.6,33,31.7,27.18,28.68,28.65,27.31,27.68,26.69,81.55,76.8,80.61,84.2,3.132,4.277,3.507,2.29,2.567,2.097,2.194,2.4,2.226,2.71,5,6,6,6,6,8,10,-0.4,-0.73,-1.14,-0.63,-0.36,-0.59,-0.79,27.1081295960815,309.854353412041,0,22,19.5,22,32.6,33,33,31.7,33.8,27.18,27.31,26.85,27.68,27.35,26.35,26.69,81.55,76.8,72.74,84.2,5.61,5.319,2.29,2.567,2.4,2.226,2.786,2.71,8,5,6,8,-0.4,-0.16,-0.37,-0.69,-0.69,-0.07,-0.73,-0.4,-0.63,-0.8,-0.38,-1.14,-0.35,-0.38,-0.16,-0.63,-0.36,-0.59,-0.79,-0.63,-0.83,27.1081295960815,309.854353412041,0,22,19.5,NA,36,35.4,NA,NA,NA,31.7,NA,NA,28.68,28.65,27.31,26.85,27.68,NA,NA,NA,81.55,76.8,72.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,-0.73,NA,NA,NA,NA,-1.14,NA,NA,NA,-0.63,-0.36,-0.59,-0.79,NA,NA
"25",15.7938667499799,-49.0314013228211,309.854353412041,21.6,22.3,20,33.2,34,36,35.4,32.6,33,27.4,27.18,28.68,28.65,26.85,26.35,82.58,72,75.2,80.61,5.003,5.319,3.137,2.419,2.29,2.567,2.452,2.194,2.133,2.786,8,5,6,6,6,8,8,-0.76,-0.5,-1.27,-0.16,-0.43,-0.4,-0.59,15.7938667499799,-49.0314013228211,309.854353412041,22.9,20,22,33.8,32.6,33.6,33,32.2,27.4,28.65,26.79,26.85,27.68,26.93,26.35,82.58,72,76.8,80.61,5.968,6.847,2.419,2.29,2.194,2.133,2.226,2.786,10,8,6,6,-0.76,-0.4,-0.38,-0.37,-0.69,-0.69,-0.5,-0.39,-0.4,-0.98,-0.8,-1.27,-0.28,-0.54,-0.38,-0.16,-0.43,-0.4,-0.59,-0.82,-0.63,15.7938667499799,-49.0314013228211,309.854353412041,22.9,20,NA,34,36,NA,NA,NA,33,NA,NA,27.18,28.68,28.65,26.79,26.85,NA,NA,NA,82.58,72,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,-1.27,NA,NA,NA,-0.16,-0.43,-0.4,-0.59,NA,NA
"26",-159.985170705703,-29.3975670323645,-49.0314013228211,21.7,22,20,33.1,33.2,34,36,32.6,33.6,27.1,27.4,27.18,28.68,26.79,26.93,83.64,73.63,77.45,75.2,3.396,6.847,4.277,2.536,2.419,2.29,2.1,2.452,2.161,2.226,10,8,5,6,6,6,8,-1.05,-0.07,-1.04,-0.38,-0.39,-0.36,-0.4,-159.985170705703,-29.3975670323645,-49.0314013228211,22.3,20,23,34.6,32.6,33,33.6,31.7,27.1,28.68,27.12,26.79,26.85,27.35,26.93,83.64,73.63,72,75.2,5.66,7.39,2.536,2.419,2.452,2.161,2.133,2.226,7,10,6,6,-1.05,-0.76,-0.08,-0.38,-0.37,-0.69,-0.07,-0.69,-0.39,-0.63,-0.98,-1.04,-0.41,-0.54,-0.54,-0.38,-0.39,-0.36,-0.4,-0.79,-0.82,-159.985170705703,-29.3975670323645,-49.0314013228211,22.3,20,NA,33.2,34,NA,NA,NA,33.6,NA,NA,27.4,27.18,28.68,27.12,26.79,NA,NA,NA,83.64,73.63,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05,NA,NA,NA,NA,NA,-0.07,NA,NA,NA,NA,-1.04,NA,NA,NA,-0.38,-0.39,-0.36,-0.4,NA,NA
"27",154.015788524319,-115.994413100621,-29.3975670323645,22.4,21.6,22,33,33.1,33.2,34,33.8,33,27.16,27.1,27.4,27.18,27.12,27.35,84.81,81.55,72.74,77.45,5.484,7.39,5.319,2.29,2.536,2.419,2.097,2.1,2.4,2.133,7,10,8,6,6,6,6,-0.74,-0.69,-0.65,-0.54,-0.44,-0.43,-0.36,154.015788524319,-115.994413100621,-29.3975670323645,22,22,22,35.4,33.8,32.6,33,33,27.16,27.18,27.31,27.12,26.79,27.68,27.35,84.81,81.55,73.63,77.45,3.132,7.677,2.29,2.536,2.1,2.4,2.161,2.133,10,7,6,6,-0.74,-1.05,-0.41,-0.08,-0.38,-0.37,-0.69,-0.94,-0.69,-0.4,-0.63,-0.65,-0.65,-0.66,-0.54,-0.54,-0.44,-0.43,-0.36,-0.59,-0.79,154.015788524319,-115.994413100621,-29.3975670323645,22,22,NA,33.1,33.2,NA,NA,NA,33,NA,NA,27.1,27.4,27.18,27.31,27.12,NA,NA,NA,84.81,81.55,73.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,NA,NA,NA,NA,NA,-0.69,NA,NA,NA,NA,-0.65,NA,NA,NA,-0.54,-0.44,-0.43,-0.36,NA,NA
"28",-118.86991676742,-54.0716424199572,-115.994413100621,23,21.7,22.9,33.2,33,33.1,33.2,34.6,32.6,27.53,27.16,27.1,27.4,27.31,27.68,82.6,82.58,76.8,72.74,3.927,7.677,6.847,2.167,2.29,2.536,2.567,2.097,2.194,2.161,10,7,10,6,6,6,6,-1.26,-0.69,-0.71,-0.54,-0.65,-0.39,-0.43,-118.86991676742,-54.0716424199572,-115.994413100621,21.6,22.9,23.5,36,34.6,32.6,32.6,33.6,27.53,27.4,28.65,27.31,27.12,26.85,27.68,82.6,82.58,81.55,72.74,5.003,5.61,2.167,2.29,2.097,2.194,2.4,2.161,5,10,6,6,-1.26,-0.74,-0.16,-0.41,-0.08,-0.38,-0.69,-1.18,-0.94,-0.39,-0.4,-0.71,-1.14,-0.35,-0.66,-0.54,-0.65,-0.39,-0.43,-0.4,-0.59,-118.86991676742,-54.0716424199572,-115.994413100621,21.6,22.9,NA,33,33.1,NA,NA,NA,32.6,NA,NA,27.16,27.1,27.4,28.65,27.31,NA,NA,NA,82.6,82.58,81.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,NA,NA,NA,NA,NA,-0.69,NA,NA,NA,NA,-0.71,NA,NA,NA,-0.54,-0.65,-0.39,-0.43,NA,NA
"29",-30.0649884863629,-43.7592603776576,-54.0716424199572,23.2,22.4,22.3,34,33.2,33,33.1,35.4,32.6,27.95,27.53,27.16,27.1,28.65,26.85,79.61,83.64,72,76.8,6.058,5.61,7.39,2.194,2.167,2.29,2.29,2.567,2.452,2.4,5,10,7,5,6,6,6,-1.44,-0.37,-1,-0.66,-0.56,-0.44,-0.39,-30.0649884863629,-43.7592603776576,-54.0716424199572,21.7,22.3,22.7,34,35.4,33.8,32.6,33,27.95,27.1,28.68,28.65,27.31,26.79,26.85,79.61,83.64,82.58,76.8,3.396,5.968,2.194,2.167,2.567,2.452,2.194,2.4,6,5,6,6,-1.44,-1.26,-0.4,-0.16,-0.41,-0.08,-0.37,-1.15,-1.18,-0.69,-0.39,-1,-1.27,-0.28,-0.35,-0.66,-0.56,-0.44,-0.39,-0.36,-0.4,-30.0649884863629,-43.7592603776576,-54.0716424199572,21.7,22.3,NA,33.2,33,NA,NA,NA,32.6,NA,NA,27.53,27.16,27.1,28.68,28.65,NA,NA,NA,79.61,83.64,82.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,NA,NA,NA,NA,NA,-0.37,NA,NA,NA,NA,-1,NA,NA,NA,-0.66,-0.56,-0.44,-0.39,NA,NA
"30",8.17038814334378,24.566568724157,-43.7592603776576,21.2,23,22,33.8,34,33.2,33,36,33.8,27.32,27.95,27.53,27.16,28.68,26.79,77.87,84.81,73.63,72,6.827,5.968,7.677,2.333,2.194,2.167,2.419,2.29,2.1,2.194,6,5,10,8,6,6,6,-0.92,-0.38,-0.85,-0.35,-0.27,-0.65,-0.44,8.17038814334378,24.566568724157,-43.7592603776576,22.4,22,19.5,33.2,36,34.6,33.8,32.6,27.32,27.16,27.18,28.68,28.65,27.12,26.79,77.87,84.81,83.64,72,5.484,5.66,2.333,2.194,2.29,2.1,2.452,2.194,6,6,6,6,-0.92,-1.44,-0.76,-0.4,-0.16,-0.41,-0.38,-0.79,-1.15,-0.94,-0.69,-0.85,-1.04,-0.41,-0.28,-0.35,-0.27,-0.65,-0.44,-0.43,-0.36,8.17038814334378,24.566568724157,-43.7592603776576,22.4,22,NA,34,33.2,NA,NA,NA,33.8,NA,NA,27.95,27.53,27.16,27.18,28.68,NA,NA,NA,77.87,84.81,83.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,NA,NA,NA,NA,NA,-0.38,NA,NA,NA,NA,-0.85,NA,NA,NA,-0.35,-0.27,-0.65,-0.44,NA,NA
"31",70.7102882690337,-26.3619032875657,24.566568724157,20,23.2,21.6,32.1,33.8,34,33.2,34,34.6,26.8,27.32,27.95,27.53,27.18,27.12,74.71,82.6,81.55,73.63,7.094,5.66,5.61,2.29,2.333,2.194,2.536,2.419,2.097,2.452,6,6,5,10,5,6,6,-1.12,-0.08,-0.76,-0.28,-0.47,-0.56,-0.65,70.7102882690337,-26.3619032875657,24.566568724157,23,21.6,20,33.1,34,35.4,34.6,32.6,26.8,27.53,27.4,27.18,28.68,27.31,27.12,74.71,82.6,84.81,73.63,3.927,3.132,2.29,2.333,2.419,2.097,2.1,2.452,6,6,5,6,-1.12,-0.92,-1.05,-0.76,-0.4,-0.16,-0.08,-0.79,-0.79,-1.18,-0.94,-0.76,-0.65,-0.65,-0.41,-0.28,-0.47,-0.56,-0.65,-0.39,-0.43,70.7102882690337,-26.3619032875657,24.566568724157,23,21.6,NA,33.8,34,NA,NA,NA,34.6,NA,NA,27.32,27.95,27.53,27.4,27.18,NA,NA,NA,74.71,82.6,84.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,NA,NA,NA,NA,NA,-0.08,NA,NA,NA,NA,-0.76,NA,NA,NA,-0.28,-0.47,-0.56,-0.65,NA,NA
"32",-17.9423746291976,5.19452854722567,-26.3619032875657,20.6,21.2,21.7,34.2,32.1,33.8,34,33.2,35.4,27.21,26.8,27.32,27.95,27.4,27.31,70.68,79.61,82.58,81.55,7.387,3.132,5.968,2.677,2.29,2.333,2.29,2.536,2.567,2.1,6,6,6,7,8,6,6,-1.06,-0.41,-0.51,-0.41,-0.57,-0.27,-0.56,-17.9423746291976,5.19452854722567,-26.3619032875657,23.2,21.7,20,33,33.2,36,35.4,33.8,27.21,27.95,27.1,27.4,27.18,28.65,27.31,70.68,79.61,82.6,81.55,6.058,5.003,2.677,2.29,2.536,2.567,2.097,2.1,6,6,8,5,-1.06,-1.12,-0.74,-1.05,-0.76,-0.4,-0.41,-0.94,-0.79,-1.15,-1.18,-0.51,-0.71,-1.14,-0.65,-0.41,-0.57,-0.27,-0.56,-0.44,-0.39,-17.9423746291976,5.19452854722567,-26.3619032875657,23.2,21.7,NA,32.1,33.8,NA,NA,NA,35.4,NA,NA,26.8,27.32,27.95,27.1,27.4,NA,NA,NA,70.68,79.61,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,NA,NA,NA,NA,NA,-0.41,NA,NA,NA,NA,-0.51,NA,NA,NA,-0.41,-0.57,-0.27,-0.56,NA,NA
